source_path	source_id	root_or_group_id	date	cwd_or_worktree	relevance	disposition	topics	evidence_surface	execution_lifecycle	current_owner	duplicate_key	confidence	reason
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T16-58-19-019f7103-c2fc-7892-9bdd-31abc7323780.jsonl	019f7103-c2fc-7892-9bdd-31abc7323780	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-07-20-019f710c-03c9-7130-9146-142f0a08450e.jsonl	019f710c-03c9-7130-9146-142f0a08450e	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-07-55-019f710c-8d6f-75f1-83ce-4f29ef18f6df.jsonl	019f710c-8d6f-75f1-83ce-4f29ef18f6df	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-11-38-019f710f-f326-7b70-96f5-a4db4897b2ef.jsonl	019f710f-f326-7b70-96f5-a4db4897b2ef	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-11-38-019f710f-f3f9-7251-9726-38265f43a1ef.jsonl	019f710f-f3f9-7251-9726-38265f43a1ef	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-11-39-019f710f-f504-7313-abb0-1062b07f3fca.jsonl	019f710f-f504-7313-abb0-1062b07f3fca	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-11-39-019f710f-f7b6-7c22-9beb-11df39401c33.jsonl	019f710f-f7b6-7c22-9beb-11df39401c33	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-12-07-019f7110-63a8-76d2-8d85-f1d7fd6d20f7.jsonl	019f7110-63a8-76d2-8d85-f1d7fd6d20f7	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-20-21-019f7117-ec0d-7153-98cc-6446a8adafea.jsonl	019f7117-ec0d-7153-98cc-6446a8adafea	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	discussion	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-20-41-019f7118-3aeb-7972-9663-7c480e17ee94.jsonl	019f7118-3aeb-7972-9663-7c480e17ee94	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-21-02-019f7118-8cf6-71f0-b00c-82f9b467834b.jsonl	019f7118-8cf6-71f0-b00c-82f9b467834b	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-35-43-019f7126-00c6-7ca1-b715-87866f0c71d0.jsonl	019f7126-00c6-7ca1-b715-87866f0c71d0	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T17-36-28-019f7126-b01a-7022-b605-4fdf804785e4.jsonl	019f7126-b01a-7022-b605-4fdf804785e4	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-01-16-019f713d-627a-7693-af49-4d127a94bd26.jsonl	019f713d-627a-7693-af49-4d127a94bd26	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-01-55-019f713d-fa62-7353-a199-4e19d227f1f9.jsonl	019f713d-fa62-7353-a199-4e19d227f1f9	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	discussion	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-09-40-019f7145-157d-7800-b399-4df1ade1b244.jsonl	019f7145-157d-7800-b399-4df1ade1b244	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-09-40-019f7145-166e-7b40-81cf-5ac9938f175d.jsonl	019f7145-166e-7b40-81cf-5ac9938f175d	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-09-41-019f7145-17d4-7683-ac69-611ec6e1faad.jsonl	019f7145-17d4-7683-ac69-611ec6e1faad	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-09-41-019f7145-1a55-7ae0-9d63-1d9fd7abe66f.jsonl	019f7145-1a55-7ae0-9d63-1d9fd7abe66f	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-22-43-019f7151-064e-7823-9aaf-2751bc2d5886.jsonl	019f7151-064e-7823-9aaf-2751bc2d5886	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-30-24-019f7158-0f34-7d81-bcb3-911ebe2ccc7e.jsonl	019f7158-0f34-7d81-bcb3-911ebe2ccc7e	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	discussion	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-30-45-019f7158-6305-73c0-83a4-9aae2a25ac6d.jsonl	019f7158-6305-73c0-83a4-9aae2a25ac6d	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	discussion	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-38-55-019f715f-dbda-7190-abea-34c410815c46.jsonl	019f715f-dbda-7190-abea-34c410815c46	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-38-55-019f715f-dced-7101-8db5-ec6bfd40bcd5.jsonl	019f715f-dced-7101-8db5-ec6bfd40bcd5	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	executed	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-38-56-019f715f-df0c-7d73-bdc8-7d81c774dee3.jsonl	019f715f-df0c-7d73-bdc8-7d81c774dee3	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	executed	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-38-57-019f715f-e33a-7ac0-bb10-58cffa8c9872.jsonl	019f715f-e33a-7ac0-bb10-58cffa8c9872	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-39-23-019f7160-4785-71b2-b4c8-aab2f46f7b3d.jsonl	019f7160-4785-71b2-b4c8-aab2f46f7b3d	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-45-20-019f7165-bc5c-7793-a275-b1bfba6f1920.jsonl	019f7165-bc5c-7793-a275-b1bfba6f1920	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	executed	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-51-18-019f716b-30a7-7540-8dd3-ce2527fd2f0b.jsonl	019f716b-30a7-7540-8dd3-ce2527fd2f0b	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	planned	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-54-41-019f716e-4c40-7402-ba46-70b14253dc92.jsonl	019f716e-4c40-7402-ba46-70b14253dc92	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	executed	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T18-54-42-019f716e-4d57-7b00-8c3c-c6481b97a82a.jsonl	019f716e-4d57-7b00-8c3c-c6481b97a82a	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	executed	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-05-47-019f7178-7486-7461-8101-d5a9bf477731.jsonl	019f7178-7486-7461-8101-d5a9bf477731	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-05-47-019f7178-7570-7b11-a6d6-dde6ecda43b6.jsonl	019f7178-7570-7b11-a6d6-dde6ecda43b6	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-05-48-019f7178-7708-7a61-82f8-6ab6b88abe7f.jsonl	019f7178-7708-7a61-82f8-6ab6b88abe7f	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-08-41-019f717b-1b21-7b91-a5b7-70b9871f6721.jsonl	019f717b-1b21-7b91-a5b7-70b9871f6721	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-14-42-019f7180-9d57-7a82-a141-a7602a96aef0.jsonl	019f7180-9d57-7a82-a141-a7602a96aef0	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	skip	development-skip	generic-development	none	discussion	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-14-46-019f7180-ad20-72e2-b315-6079eb12597a.jsonl	019f7180-ad20-72e2-b315-6079eb12597a	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-14-46-019f7180-ae25-7972-8610-186768985f42.jsonl	019f7180-ae25-7972-8610-186768985f42	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-37-33-019f7195-8bb5-76f2-9ec9-40f170271f5f.jsonl	019f7195-8bb5-76f2-9ec9-40f170271f5f	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-37-51-019f7195-d108-72b1-a456-e8c60b80d760.jsonl	019f7195-d108-72b1-a456-e8c60b80d760	019f4a19-d81c-75a2-84b0-2c20379e686e	2026-07-17	/data/CoordExp/.worktrees/research-probes	high	needs-summary	research-routing;claim-and-evidence	research-impact	invalid-or-held	research-probes current research unit/index/compass (exact owner to verify)	group:019f4a19-d81c-75a2-84b0-2c20379e686e	medium	sanitized user-task names a CoordExp research contrast/result/evidence surface
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-40-22-019f7198-1cd1-77a3-a8f6-deec4529099a.jsonl	019f7198-1cd1-77a3-a8f6-deec4529099a	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-40-22-019f7198-1de9-75f3-9a36-1d6d0fe33eff.jsonl	019f7198-1de9-75f3-9a36-1d6d0fe33eff	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	executed	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-50-00-019f71a0-f216-7ad0-8cc1-e9995f1ad34c.jsonl	019f71a0-f216-7ad0-8cc1-e9995f1ad34c	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-54-44-019f71a5-442e-7c52-a42c-f3d36dbed832.jsonl	019f71a5-442e-7c52-a42c-f3d36dbed832	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T19-54-44-019f71a5-454a-7141-99be-edd651616762.jsonl	019f71a5-454a-7141-99be-edd651616762	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T20-37-52-019f71cc-c320-7fe2-a6a9-a61b943c776c.jsonl	019f71cc-c320-7fe2-a6a9-a61b943c776c	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T20-37-52-019f71cc-c435-7911-833b-38ae987cbf0c.jsonl	019f71cc-c435-7911-833b-38ae987cbf0c	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T20-37-53-019f71cc-c684-70e3-a7a2-d00adf266342.jsonl	019f71cc-c684-70e3-a7a2-d00adf266342	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T20-47-42-019f71d5-c355-71f2-b552-bb7e9b42fe48.jsonl	019f71d5-c355-71f2-b552-bb7e9b42fe48	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T20-47-42-019f71d5-c474-7392-bc2e-5d03b478b933.jsonl	019f71d5-c474-7392-bc2e-5d03b478b933	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	planned	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	high	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T21-04-36-019f71e5-3d84-7b71-a595-18d3b6bb5b17.jsonl	019f71e5-3d84-7b71-a595-18d3b6bb5b17	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	skip	development-skip	generic-development	none	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized task or strict fallback is generic plugin/tool/Codex/Serena/release/config/development work
/data/CoordExp/.codex/sessions/2026/07/17/rollout-2026-07-17T21-04-37-019f71e5-3e9d-79f0-b474-bdbfdca4c460.jsonl	019f71e5-3e9d-79f0-b474-bdbfdca4c460	019f4c7f-9820-74f3-8d22-43098c751669	2026-07-17	/data/CoordExp/.worktrees/CoordExp-swift	medium	needs-summary	runtime-reproducibility	reproducibility-validity	invalid-or-held	CoordExp-Swift owning unit/OpenSpec (exact owner to verify)	group:019f4c7f-9820-74f3-8d22-43098c751669	medium	sanitized user-task names research-influential validity/reproducibility work
